a_number,fco,date_file_open,last_name,first_name,middle_name,mother,father,aka_last_name,aka_first_name,dob,cob,coc,coa,poe,doe,sex,soc_sec_no,i_94_adm_num,passport_num,fbi_number,driver_license_no,finger_print_code,travel_document,ident_fin
A184565518,KWS,12032015,Green,Gabriel,Dooley,,Antoine,,,10281944,BKITL,ZVGZO,VI6 - ALIEN ADMITTED TO USVI AS H-2,IWZ,11262011,U,519331995,23054310301,KP5CQNFV3THQV95E888C,9W1BGTJ6BGNS,8CKWCI8P0AU81DYD4UFX,YQYKICHLYRWZSVDEMNTR,MRQEHSOQYFUGIRTWQCGG,846959
A369939420,KLJ,1182013,Beier,Isaac,Lakin,,,Donnelly,,4201992,SSNVS,ASUTM,ST0 - PARENT OF ST6,QGZ,3152019,F,118322848,27811235573,NPGF5K5AZPAOI1QF30MT,IMWDFOACE336,01H0K3CBJFCTIBT3DCZH,VWEXJXBWROGMXAKESVPK,JLRRDDRZWDBVWPGDRMGB,1395233485
A669628208,WJE,1012013,Spinka,Terresa,Mayer,,,,Teodoro,5111934,HVZRE,RREZF,HK1 - SEC 124 HONG KONG,FLV,1272016,M,253387587,31027839148,6AUSPWF9CVM83M7J8V6B,W8JM2NGD05QE,2FRZ3HXHQ25IDEJOYZF9,VTFHDUTBECBMQMYJLJZA,OIIAVNLGYSITZUVRRNFE,7539782
A444992535,OEB,9142018,Nader,Elden,,,,,,6271991,TPSZT,JMSFD,X - EOIR,FIX,12142019,F,676682408,11952681842,VNQQD2Y8VXRKWY7REU47,J26SXJGHZ76M,EERASJ5BU3Z9ZW0DM3MJ,EMJYMLXCBHPEHPFKXPSE,ZUNQIKHRHHGVXGKVAZVX,50958540
A753124356,LZE,8132018,Kiehn,Sun,Bradtke,,,Kub,,8121983,KSUOQ,VDJVW,F23 - 203(a)(2) CHILD OF F22,MED,8102017,M,220978191,24418595059,VW0CU8DFMJRWOEBT1916,H7R0F0NLXFJR,5J6YH9NDFMV4SO065FD5,UHKRDSIUYRGLRUOKIGTC,IFBRZEYIMDHRANIFFEIL,6087952671
A264952374,MVW,9042013,Feest,Analisa,,Jason,,Bashirian,Marquis,11011994,MLWMM,EIAME,X5 - NONPREFERENCE QUOTA IMMIGRANT,PIL,2062013,M,787775026,33354660290,IY3ZZRQN2S6ITXZ186KF,ZX6CVE66MW1T,FN7O3AKY4JVP3LZ8H8S6,YRSGCBPKMPBHXAPGSKRG,AZYBZMQIZBGNFZFXWPPY,840492056
A125152412,KUS,3072012,Hoeger,Pennie,,,Dwight,Borer,,2021945,UWJWR,LPOUR,SR6 - 101(A)(27)(C) RELIG WORKER,BBA,1212012,M,425385700,74189911182,T92KKH7YSLXURY0L4R00,H9P1IBD4YM3B,SA778R6WQ8TNEQDKE98I,RXMKDJHPGGSXDGGQRGHO,MDHRKJYFUSLHHDWJENMF,51591
A951748943,EMO,8172016,Langworth,Alva,,,,Cartwright,,1081955,CYJXP,MVIUZ,231 - PHILIPPINE CITZ WIFE/UNMRD CH,GYG,5082017,U,776155645,97117277537,W4I6S131SND2JRVIK3BC,RF6EEBR73I14,U75COGE87D1ATY6GU2ZW,KFVOSPXGHYDQKAPMCRWX,XZTQVOTBOPWHRYOLNLEK,623999983
A359752668,ORT,4222018,Kirlin,Maragaret,,,Kim,Parisian,Darrin,3211986,XKMPY,PWHPH,E53 - 203(b)(5)(A) CHILD OF E51,CBP,6172017,U,174553243,80345437153,4XPC0ZI1ELZD3FP8WXG8,75ZHVFI2M23T,8MD1HZ84WRILSZZO3E6C,TLNZFYOFXZNYJUKGWTLF,TUMFEMKPOATMFTBNERBU,8669490
A877386452,BZQ,10112019,Nader,Archie,Klocko,,,,Michael,6061981,SJOLT,SWBED,SI6 - SPEC IMM INTERP-PRINCIPAL ADJ,WVP,3022017,M,176527684,14939912022,DATAJG5LE9X03YMHZ2B1,CTB6X70AUUJ3,8ZYWQ8A2B6ABPF5IWP9V,HGJUHFHKABRTRKOKKAUC,WPAKBUIWUBCYPSRUYAHA,7613
A170466622,BPJ,5012015,Nader,Missy,Emard,,Ahmad,Stehr,Lorena,1111981,XZDXY,HLUKS,C28 - 203(a)(2) CHILD OF C27,FIX,8092017,F,658061586,28061236322,1A1FC1KRL8AFVUZU5U23,SGKF96Q6B6PK,X74JM0F0IHPYEVG29QUH,UARIGEHTKMPGUZLOOBYW,GZRLOFHQQCPGTFWVIEZX,5185642
A304447769,NOE,1012012,Dickens,Jarod,,Tobie,,,,5191957,XPREN,TTMXE,A33 - 203(a)(3) CHILD OF A31,TRJ,6022020,F,448192806,56853905526,OFXW2H1VHAVMZRU91G5U,SS20JUP82OHN,M3QP6JENIQ8MPCS8TK3M,TSKFRYXGFVTXVMQGIEUV,OQBFYJPVCJCKZJLSGIHE,99528409
A808252241,IEY,9122020,Walker,Robert,Cummings,Evan,Brett,,,5151986,RWRPV,UUIIE,EX3 - CHILD OF EX1,ELZ,2262015,F,274205238,80050136552,AV5NRO1DE130FVABKI2F,R6S35G6MAJQ9,2PBMRF5FX517HS6HDD64,NMFRWKBIIIPBQFLVUUGD,TTZCWDUWUDRFXDZULJAE,297888468
A196188876,CLM,2292016,Rau,Leanora,,,Val,,,9291962,ROLVU,XJVJR,TS2 - SEC 210 SAW II,NZX,11112012,F,799852318,16349500417,09K2C5EMDVB8FFLVE9WM,WMMASRCF05P4,BXGT3ZI91MW2P2FQDHSO,XZLRSQTBORHPPYORGSRW,LGDRYOVHXSATFVTVTWIU,9069692
A769022010,ZMD,9152014,Feil,Marcel,Barton,,,,Harlan,6101971,QVOQQ,DWBHG,IR8 - ORPHAN ADOPTED ABROAD BY USC,JXK,6142014,M,298063653,73109509193,YM95XAH3YGOX4NGANXX4,LTGL0J0JZZH7,56J4N9DH49NLDEOJHBTJ,RFSVGJNNYJZVBHWMWRTW,GPOBVAEOUGSQUIAQBGDS,1145871
A288429922,RZW,10192016,Toy,Georgette,Hilpert,,,Luettgen,Camille,11011947,UPSAM,UFFJO,SM4 - 101(A)(27)(K) US FORCES PRIN,VAM,2262020,U,893074430,91099598607,HJUIGCEEB34R1GRQLI04,DMEHYA2ON53T,CQ7NEUHW52TJM3U1J9WN,VHTQXVITMFJHFONONFIK,ACVHZSLMLACQJMRTIVPW,107264
A331471453,ZZL,3232019,Keeling,Denny,Terry,,Bradly,,,12091934,XSDAM,FMHWU,F11 - 203(a)(1) UNMRD S/D OF USC,BPR,6032013,M,466300162,61360431929,YBMA4K5250YPSRVLODUR,6JR6DTT0KS6R,QRV9ZLC7MCV5T3ZE5U0L,FOVFMIPBXMHNGAYFLNZE,LVXZKDOVVHZPXGAUOHVT,19136384
A144987520,CSC,12152013,Connelly,Kenisha,,,,,,9281969,JKUCP,CQRHL,D2 - ALIEN CREW DEPART OTHER VESSEL,WDE,4082015,M,349316581,16318190638,C8QWN6ZOA6BB2MT1BBXJ,8LTCA1VC28E1,C83W10WPAPRUHBG0QR6N,NOXDWTCRHMHXFFWILXUM,EZSWOHJDROXOUKVVZKQR,4661848525
A192846802,LIG,11122013,Hirthe,Mason,,Chrystal,,,Reinaldo,2111994,MAEBR,ABVOU,N1 - ALL NATO ADMISSIONS,JYO,8132013,M,341858499,79721618654,V73WOPZ9VL8EB6AX3JHJ,HP70V1XF33GI,ANU5S6QS1L383YP3JWCK,GMFOIPVRBZCSPPNEXTOP,BXISIYFPVXNUDAIOSZCK,24556140
A109848176,UIK,6212015,Kerluke,Lonnie,,,,,Pa,10291931,UJENY,CQIFA,P47 - SPS OF ALIEN CLASS P41 OR P46,JKE,4212020,U,509764949,49053402809,O0R88WQEPH944EE23MFD,T7QD6QQWE3Q6,QBPK1SH9TW1R9XM2AJXV,OAHHGCGHHHADHUXPQVUC,EVHNVLSTQWPBFSGOGTID,91578
A925195556,INM,7272014,Gulgowski,Nolan,,Janita,Eugenio,,,9221965,MQPPE,VHZMY,C1 - ALIEN IN TRANSIT THROUGH U.S.,VEV,4232016,M,759137796,60649711372,8VVU6XN6Y10HQIAY1L0J,HP55OP8HHIWE,7S6QTEPTY7DQJ1VBR3IJ,VNKKLUUONWFKCJJZDYFA,AJFGYXSXZXTBPTZRBZJG,817068
A180006320,WBQ,7122019,Cruickshank,Earnest,,,Willian,,,3071941,UEZVC,JUQWB,F25 - 203(a)(2)(B) CHILD OF F24,XBD,12142013,M,875236047,77113271447,2QTPS1X6FLJLF4SZC39Z,IAB281SDVGJU,JXPG74IR7BQ75X7USIZ1,JFXEGWJOBHRLJUZQYIUM,WPVBPUDJFIODVXHDNLHP,3623906
A332749234,CXS,7212015,Dare,Marty,,Sun,Dusty,Vandervort,Anitra,3191971,MCTVI,NPDOO,R3 - CHILD OF FORMER EMPLOY US ABRO,ECS,7142013,F,392282961,90377826605,M75ZDN194R8QLJYVZYZ5,1N1YJYX4R2ST,A9M9TSFOEJCDNV0X4F1T,HSKSRUKPSUDPOXJDCVKZ,PHNFHQUPRPRYLQJHAPGV,652941691
A953109132,ZVO,6302013,Medhurst,Willow,,,Octavio,Legros,Carey,7051985,VKKZI,FIOET,EX3 - CHILD OF EX1,FLR,7262018,F,351574683,93064726610,F3M8LKS3SPW6LL9AFAG3,J9UOCH52VI03,0HE6N4HD8F9TCWQ8LV7S,YENSDUDFSDFBHSSCZBDY,UNHSIMBCHBXVMOPWKJLP,73332
A915761629,XYL,4162012,Streich,Jon,Johns,,,,Elden,4221980,HQLCQ,QIWEB,ST1 - ADJUSTMENT OF T6 NONIMMIGRANT,YFD,1102020,U,179815867,41177689070,GUZZ042H1R94I9RGAYOR,6ZRY050TTFPA,JOFP8A0875TCG95HB7QW,DHDTYSEPUVXSNWJUKWMT,TIXWWTCKWTZHAVJGCXCA,44999
A999682608,AOX,7142015,Hyatt,Lonnie,Schmidt,Sharolyn,Ernesto,Brakus,,6281951,GVMPH,XXUCK,HE6 - 902B1CIII-PL105277 HAITIAN,KRJ,11062014,F,460346694,75212080175,4E45A110MWYL9NLTINF3,5L16G74XGGBY,X253RRCTQNL5MGCB7N78,TYLHVTPJTQAFRLZFQCVZ,ETTEJKZUZCYHLOPMJMJU,729299820
A888487737,IWV,6292014,Huel,Emily,,,Horace,Abernathy,,7311999,AWVNH,NBFAP,EX8 - CHILD OF EX6,BZC,9062017,M,712217420,48667106458,EVX00F6LBV12ILIGTW80,TYWQ8W1S6SV1,X52QC6WZHH2I5BN00RSP,MDTGGPGLZSEVRGCCEAXV,NIUVVNSWWICHQUAQEVFM,62308523
A911655886,WMW,5152015,Bernier,Preston,,Trula,Erin,,,6221978,CUBOW,AKUPJ,NP9 - SPOUSE OR CHILD OF NP8,LTQ,12162017,M,252537285,67156167873,LW0F0WY764P2M3N3HGMW,1NOTHI34PY3L,4AL6KMPYG928RLKBB4CP,YNMDDOTKNIVVJINFCSTP,REVAHOSHNLYPSEPURORO,64108
A281653377,OGV,1262015,Heller,Rivka,Ankunding,Delma,,Watsica,,7251986,SJQHV,IAGYH,LA6 - PAROLEE AJUST SOVIET/INDOCHINA,EER,8202018,M,984685419,37802938402,H5E96CR2HBUWS4AUAPOR,O4OXJG0C6G0F,UACGRK60P626K0IRBE42,YFHAXCQTQQWELARLTYKG,NSSLZGTYKSREEZCRCLRF,149635965
A897492113,ZEQ,3132012,Schaden,Toby,,Melva,,,,6151977,EATRU,WYBEM,C21 - 203(a)(2) SPOUSE OF LPR,FUL,6012017,U,654694104,66872292291,R3ENL39SYX82RCEW7D69,GY46VEWK3IIC,D2VOAO3SG08JJ1TLAALV,VGCWQCVDUJMGQILAHQCI,COEPHJEJPCQOHHPPYRBM,862471273
A853384610,ODS,8222014,Purdy,Alica,,,Ernesto,,Armando,3201966,WXFJG,YHCNJ,6A2 - 2ND PREF REF ACT OF 1924,PKE,9112012,U,325982015,39071103831,IQK54WU6DXKEYYKN9QK2,JAXN783X3V2Z,NMV60U0XYRPKK1T5FS6E,FSOTBWRUKJGXIDYYQUXZ,PEJEBWUUMFJAZYDYRPZN,35616035
A568988358,AMJ,8132016,Kohler,Hilton,Lueilwitz,Keiko,,,,1021937,DXQAF,AUSEB,B25 - CHILD OF B24,XEH,9192016,F,255527870,38861541563,19AZD95HTIDXA93YSR9E,42C5GYYU0N3U,VC7K046W89LBFCN3BLQ1,WLETSYECJFGYEXOMLBGN,TZLSBOAPRVTCQOETEOBN,776261205
A807323972,COE,11162012,Lang,Raleigh,Bartoletti,Kayleen,,,,3101948,SWGNV,MCKGA,SY6 - SYRIAN ADJ UNDER PL 106-378,QAK,6082019,F,728193648,94213209161,YG8E1Q1M6A9AIWAZQ5XC,R01GBYIU88GQ,RZU22OI4VPNUAEIEM38E,YVFYIVFTKSLSCNIVDITW,LCUWDTEOJBHBZUATKOCI,669428
A262736347,TMU,6152017,Hegmann,Nestor,Larkin,,Paris,,,6171991,LFKGI,LTMWF,BC2 - SPOUSE OF SPEC IMM BROADCASTER,KPW,10012014,U,227192261,30186714332,0J8HLMCXJT0PLAA719MS,90YIESU785AY,MVFOK1GEFXXS3K65G06O,REVEWAAUFHKMWLWWRYTY,GEOZZLTEAFGUTAXNTIUR,9450010
A772178350,VWR,4242020,Friesen,Eugene,,Maple,Tyrell,,Dusty,12061968,KHFUY,ZXWBI,RE6 - REFUGEE,RAR,12212014,U,404223646,63155038899,362UGN9ZSOGPO1F53DLC,PUWWB5WI1A1S,7VZLS1EOR72SI8R09U7V,VTXXNRWIVRVJCFVZERDV,OKUIAOOJHTBLVGFSCWYA,253221953
A266173167,GVI,11022019,Hoppe,Carline,Hackett,Suanne,Rolland,Brakus,Valencia,9091958,FSUCH,AQAXL,A19 - 2ND PREF: PARENT OF USC,AQF,4202014,F,214549071,87217174698,E4NKLNUQ1WU7JGBMJ07X,20UFWT6H800P,ASH5FW9PASF7JKVQO9F5,CYVVRKWZGPUNMVDXGOBM,NMQCKPFFMVITOSDYABWG,43282
A405242206,IZL,7222016,Sanford,Karie,,,,Rempel,Diamond,9051937,YIAQR,JGBQM,A2 - OTHER DIPLOMATIC OFFICIALS,XUB,4062013,U,273344044,32954888041,OQNSKOY8F2253RY4AVFU,AT8U4Z4ICRGS,HIPWY9SW1LZ193GNUR31,LIFJEKCZDWOLZDMGDNEX,BFNEZMTECXVCVOJPUTJC,95699845
A259194375,LJY,6112018,Aufderhar,Minh,,Rosalee,Jonathon,,,6161987,NWBEF,FEQHV,B22 - SLF-PETITION CHILD OF LPR,TWO,6062013,U,210143730,82186073502,TFOYSN8TX16ES7XFOZ59,02TSL06W8JSJ,AZYBOQ3158LN4LPRETS0,TQWAIVJGNFRCYQSLBJAR,YKLXRSKYFHAPAZDTSYSI,14677
A216020116,RLO,2192016,Reichert,Ronny,Stark,,,Strosin,Clement,12141949,XCVXB,MFKCO,Y2A - RECENT HUNGARIAN ESCAPEE,OKU,9092013,U,621226960,34910910704,N7IH44DXL8TSR36SSUZ0,ALSFJRX8592M,OPXF64O70UOR16YACL0U,JQAONNZKPPFHYXKSBDTB,OMVRNAFRIVYTBNKEWDOX,8689
A901011123,PYJ,4282014,Smitham,Donnell,Schoen,Latesha,,,,10201954,SZETA,QQLJF,L1A - MANAGER OR EXECUTIVE,AYN,3202013,F,809188461,44073198876,7ACC0H6VLH904Q4R3SUN,7R97EEHK42LR,3JJUR2I2MJJYU25YXRQ3,SMXRNHCYYMTRSNYAGZGD,BMXKBDGDJEIVCNUDGXUC,60482786
A486603158,NGF,11202013,Kub,Cuc,Daugherty,Charis,,,,2071935,HBJZE,UBQIJ,DX - CREW ARRIVING DETAINED ON SHIP,UKE,5052013,F,405406124,54402536684,P0ED8PQ00RW7OTW0X1TF,M078TW8MRFG3,PY2U3UEELWHA1EJ21FMX,IQCQWCNHYEBSGHYJAFKI,CZIJNFXWRPGXCGSGXRUP,3900
A881519390,BRN,11022017,Schroeder,Nathanial,,,,O'Reilly,,7311947,EMVXW,FWLMS,SC1 - LOST US CITZ BY MARRIAGE,XES,6082014,U,173813748,49265833037,SYO53DW0R2Y3OXVXJIUB,ONE4EDR7M8AQ,N2MBH9HS63IHMTR97T0J,HGKIERVMOKVWKCFKWGVQ,SSHQIKGENOUYASDBSBLJ,4031164
A756989758,SMV,9122019,Harris,Shon,Considine,Sharmaine,,,Eugenio,9181960,QKGUX,FDTMT,K15 - PARENT US CITZ REG PR 12/31/53,RBC,10142014,M,502729142,66540350075,0692AJ5HCHUCLSVQV1P7,IXHSOJV80B3X,33FVYRXQVWJ6X4AHK33Q,SKLUSXOGBYRKJUBEMIEU,YTVLATCYPGYZAVHCPJZE,5845255887
A153931941,XFG,7212017,Feeney,Selene,Hudson,Lanelle,,,,12161950,LKMXJ,NRHFJ,I - FOREIGN PRESS,MHK,11182016,U,576227246,35777962637,AETDUF76XLGF196ZXSN9,LQO7V53XIOK0,0PW1Y1Z2A0T1NMBVQWW4,NQWCIMMHGFFERVZAVRIG,HLQWCGRWJZUMYPCJJNWV,974941965
A742023659,BZW,11192012,Hansen,Dante,,,Mohammad,,Somer,11241957,ZIJNS,KJMIG,Z91 - ADJ UNDER SECTION 13,WEK,2172013,U,454417756,13717362527,OWC2F4ROKFA6ZPOGU94U,L8Z81FJ0UUZR,OI315A4LJK5DRKPVY5IT,DAMPTFIEKWCXZLMIFCHQ,IVJAQJKXRDAVPDIBVICR,3597656
A558339625,VBX,5202015,Swaniawski,Sharolyn,,,Fritz,Hane,,8271958,PFXNG,GEQVK,CU8 - CUBA REF SPOUSE OF US CITIZEN,TKG,3112016,F,281636100,50681029446,KWDV57JWO575DA1PY0S8,9X0L8LZ7GTSL,OG07P26H14LZXRMBPF5F,ZTXCJAHAKJSOROQLZIOE,XHYBBTNTYCKWJABRMXWR,919015
A901672287,ZDL,2082014,Ryan,Ellsworth,O'Connell,,Darrel,Dietrich,,12011968,CNCVV,IZPHQ,L1 - INTRA-COMP TRANSFEREE TO CONT,YKI,12122011,F,906871399,40450564964,KHEFPM4JGEBHL43N40CE,12A6NTIVV5ZT,9RLQLN9F4MRFAZM2VJ7C,ORDUBEDXEGXNXLGEDUCG,JZRXERLNCRKFBLCGPKYB,6279077361
A558015642,FSA,9182012,Wilkinson,Margert,,,Chauncey,Bosco,,1221961,SPVSW,EJRJF,SJ2 - SPOUSE/CHILD OF ALIEN CLAS SJ6,ERJ,11282017,M,358090900,39954425347,6V17WXZZJ3DVAIHXE59G,70HEA0RGP9BC,DXZ8L7R5QT4SM2R21UWS,AIOOHIDARFLOVCEKBQCV,IRKWEGDAREPQUYHRKCII,630208
A108431318,VMH,1252020,Farrell,Sydney,,Charlyn,,,,1201980,NUCWD,BPARC,FUG - FAMILY UNITY GRANTED,XQE,1292020,M,962204083,53582789671,DGX2ACC0K8EK638QW1XQ,QMXMCYX4L4M3,6UJFC28Z60HF07TQ4QWZ,OMNZIPOSCPNILQABDQTF,KLDLIZKGPJPILPPGMXCW,6141
A236520804,TIF,8182018,Rosenbaum,Melvin,,Charita,,,Maude,6141971,YNDIS,MTAOJ,L1 - INTRA-COMP TRANSFEREE TO CONT,LZZ,9242013,F,669003918,55404312313,N9OHLQQ1PTOL7X8I0CH4,2EQNM5EH6I03,JPB5C7HU0ZP7OYP1EV8P,TGFQMWFBIZCGSOWBGNBV,JQOICUYWJHMPARCUYBTU,9388
A353441563,RSZ,9042018,Dibbert,Lyman,,Jamika,,Flatley,,5061986,TMPZH,AAXDX,P16 - UNMARRIED SON/DAUGH OF CITZ,UAK,5312012,F,982756156,11457557409,FEQQK4T0HUUO671BAOEX,G8L18I8XWLAS,FVK23H4JN70YCSUQO4ZV,ACZJLYJEYISBKGWXBWBW,QAGXQOHBPCYBTIFEDDCT,7694753490
A385175001,HTX,10042011,Hackett,Jonah,,Gwen,Faustino,Herzog,Andree,2281946,LESDB,ZAXMR,N1 - ALL NATO ADMISSIONS,WMN,7042019,U,872346255,44725965955,JFPTUOVQ432GNO3LYIN0,EPLL7JN359R0,JTEPRCT0G416SN5IELCE,CFXIZEMNHKNTGFTJEFRK,INQCVOAHSPSQYRKOSXHI,8654
A839835200,HYD,9172015,Aufderhar,Domingo,,Clotilde,,Hills,,3221968,KNQZE,IZZJK,X5 - NONPREFERENCE QUOTA IMMIGRANT,QMZ,7242020,U,434336879,86572327739,J7FRLPT16L7KF89VDHC7,DICW81ASF45H,6JTPBPE7R96UE2RVW0PS,RFNYHSTLWSRRGMMMICRX,HIQNVNFSFELVXMJDXSEL,3087794817
A305948961,XAH,3182019,Nienow,Tamiko,,Nickole,,,Nicolle,8231996,CNBRE,TDNUT,BC7 - ADJ SPOUSE OF BC6,ILX,6102014,F,773413605,54688317392,C1I06NPO1RWNAI3Z1O2J,LIJ22EXN9DJC,F4Z13UH3YIYEP6R4H8ED,SNJLQUOMEDZDFZTWFMLG,MACYWQRDXBSJTSCADEFT,80308318
A289511950,BAP,8202013,Cremin,Maye,Hartmann,,August,Kunde,Marty,3231974,NWNSI,AFSFN,TD - NAFTA DEPENDENT,YND,7312015,F,822458750,81781722581,02B0JA37CYP8RQ8QAOZE,FPPD4X94V5VR,LKTW1G9HBOU4IQD9KQF2,PPGUGXJAYVPHXYRPMJHK,UKIFNRPPQRQFOWJUBFHD,65379746
A881219913,SKV,6212013,Sauer,Trinity,,Caroline,Sherwood,,Jay,1151957,DBFIB,URUIY,IN - INDEFINITE PAROLE,ZZI,6252020,U,821967115,61589785110,6X67A5UTZ7ARAKWF4AJT,HTGT04NR99UN,EAX6N0O91SQKD6PGPJDX,ONUCKPRWWMTHMWGSYVYB,SFOSVNAVOQVDOUPDFPYL,4219328857
A745266724,BKI,9242015,Gibson,Joline,,,,,,5171956,HIBUU,ADMZN,"N3 - CLERICAL STAFF FOR N-1, N-2",TGT,10292013,M,304890591,59362605757,M765KZDN20L8VVNP2DKJ,9C9YNS2D1ULI,RWZ6CNU1VDPV8CYX6N00,OOTHMRYPNBTLHGCGAVCB,AOZMTCSSAAUOCVKEDRIQ,551226
A180744807,XBK,4272019,Larkin,Jared,Windler,Holli,,,,10191999,GURNL,TGXJU,W1 - 4TH PREF: SIBLING OF USC,ZCD,1052013,M,489226530,39495799343,PBG21E8ZNVE1VKSBE9IL,F880RMPWIU59,AYOITAY9ZOVEH26S3395,JPLDTCIFWAIHQSJFXDTV,CNBLLSXUAWWFHYZBFCJQ,204590859
A377012880,TFV,1282017,Ortiz,Dewey,,Meta,Pasquale,,,8241967,GIKVN,ZSKJX,M1 - STUDENT - VOCATIONAL/NON-ACAD.,UBV,7082013,F,322768754,64596509832,MEA7OS11N34RL9ZP1Y1M,KY0U4M3I2WNT,14MILY4W63IDU6QNDWUJ,MMMOGFHFUCIPRMTSGZXK,JUJDYUOBUSRWURUIMWJZ,587321465
A176443056,WSN,12242016,Gutmann,Tandy,,Dominque,Derrick,,Eli,2051986,NGNYD,JPJSU,SK8 - UNMRD S/D OF RET INTL'L EMP,CIP,3012013,F,876014008,91789410418,CBII5X81PGH3DEA7I1U1,FICMYHA55IW0,Q7SSEHIVFA94Q834VMW1,ROKFRSHHXJGLAIZQAPWH,XYQZHPPIVMOXCPDBQABZ,9320615698
A426752586,AZS,1282013,Keebler,Donovan,Veum,,,Kshlerin,,1031945,THIQE,DKYFB,IB3 - CHILD OF IB1,DCW,6192020,M,307253997,27072324516,0B0KSKT0A540N8KKYG7T,66RIE9M4G8SR,V4KH4TM4T4OVA03YMRF5,ETZLJWNFAUDODXWPPJEY,JABJIJKZMSNJTIEBDPGG,493237
A320103408,KYS,12182019,Casper,Cory,Bayer,,,,Pam,10021965,KATPL,YTSPV,R2 - SPOUSE/CHILD OF R-1,EJB,8312015,U,394556324,43557688175,U53MJUFX43NLE42JI3IX,400USV523HFA,38CEXGTJ3M1YMX0FNT8D,ULWGSTYRYFMGQURSSVXT,EMEVYTGAVJHTFZTBZVYB,84256
A244153677,TGC,6042016,Oberbrunner,Meta,,,,Armstrong,Helena,2141961,ZOWZR,YESLT,K10 - REFUGEE-ESCAPEE,USH,4022015,U,494080379,95593523992,EK3TLF45YHE069R94W3F,R74IUBCW4XTX,ULYPP99OQ2QO4G5KJOR7,MQJAEAMKWTZBXRCCEIAG,BNUDRIZUEIOKXDRQFZWW,88102
A174070386,BND,8062012,Durgan,Guillermo,,,,Goyette,Elvie,3251952,OAVDS,DSHNW,E56 - 203(b)(5)(A) EMP CR NO TGT ARE,XIX,2152016,M,337058573,27948262680,SC48TJWQ0CORO2M1R398,4VK3O2VSAF3G,V9SQCWLLUFE9Z279OSDO,SZXTQCEDSKPQGFCDYYPW,HHVLRRPKBAHPHOHSNSDM,98153
A758422745,VAO,3282012,Windler,Chas,,,,Botsford,Orville,10091989,DRGXT,WHIAD,O2 - ACCOMPANYING ALIEN TO O1,XWY,3082012,M,615689459,81670679986,O71XE17TLCGHAYID8QLB,14A67WFIJNHE,O4X15B23V3IDHV1OONVX,RKYQJRJCJUODHBJAKCWD,QORLKZSGPJXGTFUVUVEA,178912
A632291060,JUA,12022017,Kihn,Nathaniel,Roob,,,,Helga,12071996,URNXS,DGHSC,NP9 - SPOUSE OR CHILD OF NP8,IMQ,12172012,M,989222888,88881229200,IC7J8TQD6UGQ3HEWJ1MQ,J99PTF8HBZNM,XHD21IK3BA2XYJF3IQES,NDJMWUNEVWTNAOTPCAGG,CSZTZBHXGSVDGJVHHBQR,1024
A443925451,PML,6292012,Kiehn,Digna,Hickle,Natacha,,,Tillie,10311940,HFORW,SOVEW,CU6 - CUBAN REFUGEE,DNP,12292014,U,284518584,93269517237,X29JLQ8G0NWS9OV3FQ89,S85HJGV7AASH,TOF23JIR2YU5E672JRXU,DCAFPETXMBSMWQEDCYTV,UNUHSCNPJHMTHETECWCN,446219
A401407716,EHQ,9192018,Anderson,Tristan,,,Tomas,,,2171984,CAHYH,YNPAL,K2 - CHILD OF K1,UUM,11052013,U,727205705,50449008453,5MOLLR3F12P2I0T0NAP6,D1D0KVJDD34X,IEA2G9X6JMS9K9NXG6KD,SCNVPVZSFIFIIFBLBODU,AWDJXXCTEOATGEFXHPKN,42000
A758875803,RFA,9272017,Erdman,Jacquelyne,Kuhlman,,Thaddeus,Wintheiser,Maire,7251980,PMYQM,SAFLI,S16 - SEC 210 SAW I,TRJ,10152019,F,300487228,88947508487,1NE0SX01VLZ9WZ7IV7LK,917YFTVNB93E,KLHWI5X0X27DVNBI81G2,FQWSBCSCXNWONGWGKSES,YWVVDIBUHKOMVINXHTPJ,139360
A120045680,HLK,8272013,Rowe,Kristy,Erdman,Tish,Jackson,,,7301961,BNTXE,JRFPH,"E34 - 203(b)(3)(A) SPOUSE OF E31,E32",QVR,9062020,F,993698796,97650880391,U2E8AA8HLHPI54XONTSA,3GN9Q6YPGJTF,V3E92WN8XDRG0NRLLP2U,VDWDAXGLKJTJEMGTADOG,RPZRZAZZXBREKWCZABZC,96139322
A745791561,OFB,9212015,Macejkovic,Young,,Trudi,Winston,,,2251981,NNKWX,ISGHL,H2A - TEMPORARY AGRICULTURAL WORKER,QBK,9062013,U,674603640,40449895486,CIKZBS8673BMDTBPXD2L,7ET2QLLW8T5W,021X9ASF9E5PTS3EEDUJ,XTKEMTSVZMKBUAGLZGOM,MFXLAEFYKCDBSLDMDRNR,600729
A979459249,MPS,2242020,Moen,Cassondra,Pfeffer,Kecia,Roscoe,Larson,Katharine,12081989,EDOCW,RLWVP,SH6 - FORMER EMPLOYEE OF PANAMA CAN.,BJA,6052020,U,322436820,31717499950,T3BE46GGBA6XJX4WQKO0,14KGOHM6U1AQ,SWI0LMU35J4T6LT4SHK3,TMPPOIDJIMRNIIOFDUSB,UUYWHULJKAFRXVUQTJNX,964187332
